Taxon	Major_Clade	Minor_Clade	Percentage_in_Family	Percentage_in_Dataset
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Desmodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Dichotomosiphon	Archaeplastida	Chlorophyta	15.04	12.94
Diplosphaera	Archaeplastida	Chlorophyta	15.04	12.94
Dolichomastix	Archaeplastida	Chlorophyta	15.04	12.94
Draparnaldia	Archaeplastida	Chlorophyta	15.04	12.94
Dunaliella	Archaeplastida	Chlorophyta	15.04	12.94
Dunaliella	Archaeplastida	Chlorophyta	15.04	12.94
Elliptochloris	Archaeplastida	Chlorophyta	15.04	12.94
Enallax	Archaeplastida	Chlorophyta	15.04	12.94
Enallax	Archaeplastida	Chlorophyta	15.04	12.94
Eremochloris	Archaeplastida	Chlorophyta	15.04	12.94
Eremosphaera	Archaeplastida	Chlorophyta	15.04	12.94
Ettlia	Archaeplastida	Chlorophyta	15.04	12.94
Eudorina	Archaeplastida	Chlorophyta	15.04	12.94
Eudorina	Archaeplastida	Chlorophyta	15.04	12.94
Eudorina	Archaeplastida	Chlorophyta	15.04	12.94
Eudorina	Archaeplastida	Chlorophyta	15.04	12.94
Eudorina	Archaeplastida	Chlorophyta	15.04	12.94
Flechtneria	Archaeplastida	Chlorophyta	15.04	12.94
Floydiella	Archaeplastida	Chlorophyta	15.04	12.94
Fritschiella	Archaeplastida	Chlorophyta	15.04	12.94
Glaukea	Archaeplastida	Chlorophyta	15.04	12.94
Golenkinia	Archaeplastida	Chlorophyta	15.04	12.94
Gonium	Archaeplastida	Chlorophyta	15.04	12.94
Gonium	Archaeplastida	Chlorophyta	15.04	12.94
Gonium	Archaeplastida	Chlorophyta	15.04	12.94
Gonium	Archaeplastida	Chlorophyta	15.04	12.94
Graesiella	Archaeplastida	Chlorophyta	15.04	12.94
Hafniomonas	Archaeplastida	Chlorophyta	15.04	12.94
Halimeda	Archaeplastida	Chlorophyta	15.04	12.94
Halimeda	Archaeplastida	Chlorophyta	15.04	12.94
Halimeda	Archaeplastida	Chlorophyta	15.04	12.94
Halochlorella	Archaeplastida	Chlorophyta	15.04	12.94
Halochlorococcum	Archaeplastida	Chlorophyta	15.04	12.94
Halofilum	Archaeplastida	Chlorophyta	15.04	12.94
Hazenia	Archaeplastida	Chlorophyta	15.04	12.94
Heterochlamydomonas	Archaeplastida	Chlorophyta	15.04	12.94
Hormotilopsis	Archaeplastida	Chlorophyta	15.04	12.94
Hydrodictyon	Archaeplastida	Chlorophyta	15.04	12.94
Ignatius	Archaeplastida	Chlorophyta	15.04	12.94
Leontynka	Archaeplastida	Chlorophyta	15.04	12.94
Leontynka	Archaeplastida	Chlorophyta	15.04	12.94
Leptosira	Archaeplastida	Chlorophyta	15.04	12.94
Lobomonas	Archaeplastida	Chlorophyta	15.04	12.94
Makinoella	Archaeplastida	Chlorophyta	15.04	12.94
Medakamo	Archaeplastida	Chlorophyta	15.04	12.94
Messastrum	Archaeplastida	Chlorophyta	15.04	12.94
Micromonas	Archaeplastida	Chlorophyta	15.04	12.94
Microthamnion	Archaeplastida	Chlorophyta	15.04	12.94
Monomastix	Archaeplastida	Chlorophyta	15.04	12.94
Monoraphidium	Archaeplastida	Chlorophyta	15.04	12.94
Myrmecia	Archaeplastida	Chlorophyta	15.04	12.94
Neglectella	Archaeplastida	Chlorophyta	15.04	12.94
Neglectella	Archaeplastida	Chlorophyta	15.04	12.94
Neochloris	Archaeplastida	Chlorophyta	15.04	12.94
Neodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Neodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Nephrocytium	Archaeplastida	Chlorophyta	15.04	12.94
Nephroselmis	Archaeplastida	Chlorophyta	15.04	12.94
Nephroselmis	Archaeplastida	Chlorophyta	15.04	12.94
Oedocladium	Archaeplastida	Chlorophyta	15.04	12.94
Oedocladium	Archaeplastida	Chlorophyta	15.04	12.94
Oedogonium	Archaeplastida	Chlorophyta	15.04	12.94
Oedogonium	Archaeplastida	Chlorophyta	15.04	12.94
Oedogonium	Archaeplastida	Chlorophyta	15.04	12.94
Oedogonium	Archaeplastida	Chlorophyta	15.04	12.94
Oedogonium	Archaeplastida	Chlorophyta	15.04	12.94
Okellya	Archaeplastida	Chlorophyta	15.04	12.94
Oltmannsiellopsis	Archaeplastida	Chlorophyta	15.04	12.94
Oltmannsiellopsis	Archaeplastida	Chlorophyta	15.04	12.94
Oocystis	Archaeplastida	Chlorophyta	15.04	12.94
Oocystis	Archaeplastida	Chlorophyta	15.04	12.94
Oocystis	Archaeplastida	Chlorophyta	15.04	12.94
Oogamochlamys	Archaeplastida	Chlorophyta	15.04	12.94
Oophila	Archaeplastida	Chlorophyta	15.04	12.94
Ostreococcus	Archaeplastida	Chlorophyta	15.04	12.94
Pandorina	Archaeplastida	Chlorophyta	15.04	12.94
Paulbroadya	Archaeplastida	Chlorophyta	15.04	12.94
Paulbroadya	Archaeplastida	Chlorophyta	15.04	12.94
Pectinodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Pectinodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Pediastrum	Archaeplastida	Chlorophyta	15.04	12.94
Pedinomonas	Archaeplastida	Chlorophyta	15.04	12.94
Penicillus	Archaeplastida	Chlorophyta	15.04	12.94
Penicillus	Archaeplastida	Chlorophyta	15.04	12.94
Percursaria	Archaeplastida	Chlorophyta	15.04	12.94
Phacotus	Archaeplastida	Chlorophyta	15.04	12.94
Phaeophila	Archaeplastida	Chlorophyta	15.04	12.94
Phyllosiphon	Archaeplastida	Chlorophyta	15.04	12.94
Picochlorum	Archaeplastida	Chlorophyta	15.04	12.94
Picochlorum	Archaeplastida	Chlorophyta	15.04	12.94
Picochlorum	Archaeplastida	Chlorophyta	15.04	12.94
Pithophora	Archaeplastida	Chlorophyta	15.04	12.94
Platydorina	Archaeplastida	Chlorophyta	15.04	12.94
Pleodorina	Archaeplastida	Chlorophyta	15.04	12.94
Pleodorina	Archaeplastida	Chlorophyta	15.04	12.94
Pleodorina	Archaeplastida	Chlorophyta	15.04	12.94
Pleodorina	Archaeplastida	Chlorophyta	15.04	12.94
Polulichloris	Archaeplastida	Chlorophyta	15.04	12.94
Polyblepharides	Archaeplastida	Chlorophyta	15.04	12.94
Polytomella	Archaeplastida	Chlorophyta	15.04	12.94
Polytomella	Archaeplastida	Chlorophyta	15.04	12.94
Polytomella	Archaeplastida	Chlorophyta	15.04	12.94
Prasiola	Archaeplastida	Chlorophyta	15.04	12.94
Protoeuglena	Archaeplastida	Chlorophyta	15.04	12.94
Prototheca	Archaeplastida	Chlorophyta	15.04	12.94
Prototheca	Archaeplastida	Chlorophyta	15.04	12.94
Pseudochloris	Archaeplastida	Chlorophyta	15.04	12.94
Pseudococcomyxa	Archaeplastida	Chlorophyta	15.04	12.94
Pterosperma	Archaeplastida	Chlorophyta	15.04	12.94
Pyramimonas	Archaeplastida	Chlorophyta	15.04	12.94
Pyramimonas	Archaeplastida	Chlorophyta	15.04	12.94
Pyramimonas	Archaeplastida	Chlorophyta	15.04	12.94
Rhexinema	Archaeplastida	Chlorophyta	15.04	12.94
Rhexinema	Archaeplastida	Chlorophyta	15.04	12.94
Scenedesmus	Archaeplastida	Chlorophyta	15.04	12.94
Scenedesmus	Archaeplastida	Chlorophyta	15.04	12.94
Scenedesmus	Archaeplastida	Chlorophyta	15.04	12.94
Scenedesmus	Archaeplastida	Chlorophyta	15.04	12.94
Scenedesmus	Archaeplastida	Chlorophyta	15.04	12.94
Scherffelia	Archaeplastida	Chlorophyta	15.04	12.94
Schizomeris	Archaeplastida	Chlorophyta	15.04	12.94
Scotinosphaera	Archaeplastida	Chlorophyta	15.04	12.94
Scotinosphaera	Archaeplastida	Chlorophyta	15.04	12.94
Selenastrum	Archaeplastida	Chlorophyta	15.04	12.94
Spermatozopsis	Archaeplastida	Chlorophyta	15.04	12.94
Spermatozopsis	Archaeplastida	Chlorophyta	15.04	12.94
Staurocarteria	Archaeplastida	Chlorophyta	15.04	12.94
Stephanosphaera	Archaeplastida	Chlorophyta	15.04	12.94
Stichococcus	Archaeplastida	Chlorophyta	15.04	12.94
Stigeoclonium	Archaeplastida	Chlorophyta	15.04	12.94
Stigeoclonium	Archaeplastida	Chlorophyta	15.04	12.94
Sykidion	Archaeplastida	Chlorophyta	15.04	12.94
Symbiochlorum	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Tetradesmus	Archaeplastida	Chlorophyta	15.04	12.94
Tetraedron	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Tetraselmis	Archaeplastida	Chlorophyta	15.04	12.94
Trebouxia	Archaeplastida	Chlorophyta	15.04	12.94
Trebouxia	Archaeplastida	Chlorophyta	15.04	12.94
Trebouxia	Archaeplastida	Chlorophyta	15.04	12.94
Trebouxia	Archaeplastida	Chlorophyta	15.04	12.94
Trentepohlia	Archaeplastida	Chlorophyta	15.04	12.94
Trentepohlia	Archaeplastida	Chlorophyta	15.04	12.94
Udotea	Archaeplastida	Chlorophyta	15.04	12.94
Ulothrix	Archaeplastida	Chlorophyta	15.04	12.94
Ulva	Archaeplastida	Chlorophyta	15.04	12.94
Ulva	Archaeplastida	Chlorophyta	15.04	12.94
Ulva	Archaeplastida	Chlorophyta	15.04	12.94
Ulva	Archaeplastida	Chlorophyta	15.04	12.94
Ulva	Archaeplastida	Chlorophyta	15.04	12.94
Ulva	Archaeplastida	Chlorophyta	15.04	12.94
Uronema	Archaeplastida	Chlorophyta	15.04	12.94
Uronema	Archaeplastida	Chlorophyta	15.04	12.94
Verrucodesmus	Archaeplastida	Chlorophyta	15.04	12.94
Vitreochlamys	Archaeplastida	Chlorophyta	15.04	12.94
Vitreochlamys	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvox	Archaeplastida	Chlorophyta	15.04	12.94
Volvulina	Archaeplastida	Chlorophyta	15.04	12.94
Volvulina	Archaeplastida	Chlorophyta	15.04	12.94
Volvulina	Archaeplastida	Chlorophyta	15.04	12.94
Watanabea	Archaeplastida	Chlorophyta	15.04	12.94
Yamagishiella	Archaeplastida	Chlorophyta	15.04	12.94
Cyanophora	Archaeplastida	Glaucocystophyceae	0.16	0.16
Cyanoptyche	Archaeplastida	Glaucocystophyceae	0.16	0.16
Gloeochaete	Archaeplastida	Glaucocystophyceae	0.16	0.16
Prasinococcus	Archaeplastida	Prasinodermophyta	0.16	0.09
Prasinoderma	Archaeplastida	Prasinodermophyta	0.16	0.09
Prasinoderma	Archaeplastida	Prasinodermophyta	0.16	0.09
Rhodelphis	Archaeplastida	Rhodelphea	0.1	0.06
Rhodelphis	Archaeplastida	Rhodelphea	0.1	0.06
Agarophyton	Archaeplastida	Rhodophyta	4.6	3.31
Chondrus	Archaeplastida	Rhodophyta	4.6	3.31
Cyanidiococcus	Archaeplastida	Rhodophyta	4.6	3.31
Cyanidioschyzon	Archaeplastida	Rhodophyta	4.6	3.31
Cyanidium	Archaeplastida	Rhodophyta	4.6	3.31
Delisea	Archaeplastida	Rhodophyta	4.6	3.31
Galdieria	Archaeplastida	Rhodophyta	4.6	3.31
Galdieria	Archaeplastida	Rhodophyta	4.6	3.31
Galdieria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilariopsis	Archaeplastida	Rhodophyta	4.6	3.31
Porphyridium	Archaeplastida	Rhodophyta	4.6	3.31
Pyropia	Archaeplastida	Rhodophyta	4.6	3.31
Pyropia	Archaeplastida	Rhodophyta	4.6	3.31
Rhodosorus	Archaeplastida	Rhodophyta	4.6	3.31
Acrochaetium	Archaeplastida	Rhodophyta	4.6	3.31
Acrochaetium	Archaeplastida	Rhodophyta	4.6	3.31
Acrochaetium	Archaeplastida	Rhodophyta	4.6	3.31
Amphiroa	Archaeplastida	Rhodophyta	4.6	3.31
Asparagopsis	Archaeplastida	Rhodophyta	4.6	3.31
Asparagopsis	Archaeplastida	Rhodophyta	4.6	3.31
Bangia	Archaeplastida	Rhodophyta	4.6	3.31
Betaphycus	Archaeplastida	Rhodophyta	4.6	3.31
Bostrychia	Archaeplastida	Rhodophyta	4.6	3.31
Camontagnea	Archaeplastida	Rhodophyta	4.6	3.31
Campylaephora	Archaeplastida	Rhodophyta	4.6	3.31
Chroodactylon	Archaeplastida	Rhodophyta	4.6	3.31
Compsopogon	Archaeplastida	Rhodophyta	4.6	3.31
Devaleraea	Archaeplastida	Rhodophyta	4.6	3.31
Devaleraea	Archaeplastida	Rhodophyta	4.6	3.31
Dixoniella	Archaeplastida	Rhodophyta	4.6	3.31
Dumontia	Archaeplastida	Rhodophyta	4.6	3.31
Erythrolobus	Archaeplastida	Rhodophyta	4.6	3.31
Erythrolobus	Archaeplastida	Rhodophyta	4.6	3.31
Eucheuma	Archaeplastida	Rhodophyta	4.6	3.31
Glaucosphaera	Archaeplastida	Rhodophyta	4.6	3.31
Gloiopeltis	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilaria	Archaeplastida	Rhodophyta	4.6	3.31
Gracilariopsis	Archaeplastida	Rhodophyta	4.6	3.31
Gracilariopsis	Archaeplastida	Rhodophyta	4.6	3.31
Gracilariopsis	Archaeplastida	Rhodophyta	4.6	3.31
Grania	Archaeplastida	Rhodophyta	4.6	3.31
Grateloupia	Archaeplastida	Rhodophyta	4.6	3.31
Grateloupia	Archaeplastida	Rhodophyta	4.6	3.31
Grateloupia	Archaeplastida	Rhodophyta	4.6	3.31
Grateloupia	Archaeplastida	Rhodophyta	4.6	3.31
Gymnogongrus	Archaeplastida	Rhodophyta	4.6	3.31
Heterosiphonia	Archaeplastida	Rhodophyta	4.6	3.31
Kappaphycus	Archaeplastida	Rhodophyta	4.6	3.31
Kappaphycus	Archaeplastida	Rhodophyta	4.6	3.31
Laurencia	Archaeplastida	Rhodophyta	4.6	3.31
Lithophyllum	Archaeplastida	Rhodophyta	4.6	3.31
Mazzaella	Archaeplastida	Rhodophyta	4.6	3.31
Meiodiscus	Archaeplastida	Rhodophyta	4.6	3.31
Melanothamnus	Archaeplastida	Rhodophyta	4.6	3.31
Neoporphyra	Archaeplastida	Rhodophyta	4.6	3.31
Palisada	Archaeplastida	Rhodophyta	4.6	3.31
Palmaria	Archaeplastida	Rhodophyta	4.6	3.31
Palmaria	Archaeplastida	Rhodophyta	4.6	3.31
Porphyra	Archaeplastida	Rhodophyta	4.6	3.31
Porphyra	Archaeplastida	Rhodophyta	4.6	3.31
Porphyridium	Archaeplastida	Rhodophyta	4.6	3.31
Porphyridium	Archaeplastida	Rhodophyta	4.6	3.31
Porphyridium	Archaeplastida	Rhodophyta	4.6	3.31
Portieria	Archaeplastida	Rhodophyta	4.6	3.31
Pyropia	Archaeplastida	Rhodophyta	4.6	3.31
Pyropia	Archaeplastida	Rhodophyta	4.6	3.31
Pyropia	Archaeplastida	Rhodophyta	4.6	3.31
Pyropia	Archaeplastida	Rhodophyta	4.6	3.31
Rhodella	Archaeplastida	Rhodophyta	4.6	3.31
Rhodella	Archaeplastida	Rhodophyta	4.6	3.31
Rhodochaete	Archaeplastida	Rhodophyta	4.6	3.31
Rhodochorton	Archaeplastida	Rhodophyta	4.6	3.31
Rhodonematella	Archaeplastida	Rhodophyta	4.6	3.31
Rhodophysema	Archaeplastida	Rhodophyta	4.6	3.31
Rhodothamniella	Archaeplastida	Rhodophyta	4.6	3.31
Rubrointrusa	Archaeplastida	Rhodophyta	4.6	3.31
Sheathia	Archaeplastida	Rhodophyta	4.6	3.31
Solieria	Archaeplastida	Rhodophyta	4.6	3.31
Thorea	Archaeplastida	Rhodophyta	4.6	3.31
Timspurckia	Archaeplastida	Rhodophyta	4.6	3.31
Virescentia	Archaeplastida	Rhodophyta	4.6	3.31
Ceratodon	Archaeplastida	Streptophyta	4.49	3.87
Chara	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Physcomitrium	Archaeplastida	Streptophyta	4.49	3.87
Sphagnum	Archaeplastida	Streptophyta	4.49	3.87
Sphagnum	Archaeplastida	Streptophyta	4.49	3.87
Andreaea	Archaeplastida	Streptophyta	4.49	3.87
Anthoceros	Archaeplastida	Streptophyta	4.49	3.87
Bambusina	Archaeplastida	Streptophyta	4.49	3.87
Chaetosphaeridium	Archaeplastida	Streptophyta	4.49	3.87
Chaetosphaeridium	Archaeplastida	Streptophyta	4.49	3.87
Chara	Archaeplastida	Streptophyta	4.49	3.87
Chara	Archaeplastida	Streptophyta	4.49	3.87
Chara	Archaeplastida	Streptophyta	4.49	3.87
Chara	Archaeplastida	Streptophyta	4.49	3.87
Chlorokybus	Archaeplastida	Streptophyta	4.49	3.87
Closterium	Archaeplastida	Streptophyta	4.49	3.87
Closterium	Archaeplastida	Streptophyta	4.49	3.87
Coleochaete	Archaeplastida	Streptophyta	4.49	3.87
Coleochaete	Archaeplastida	Streptophyta	4.49	3.87
Coleochaete	Archaeplastida	Streptophyta	4.49	3.87
Cosmarium	Archaeplastida	Streptophyta	4.49	3.87
Cosmarium	Archaeplastida	Streptophyta	4.49	3.87
Cosmarium	Archaeplastida	Streptophyta	4.49	3.87
Cosmarium	Archaeplastida	Streptophyta	4.49	3.87
Cosmarium	Archaeplastida	Streptophyta	4.49	3.87
Cosmarium	Archaeplastida	Streptophyta	4.49	3.87
Cylindrocystis	Archaeplastida	Streptophyta	4.49	3.87
Entransia	Archaeplastida	Streptophyta	4.49	3.87
Euastrum	Archaeplastida	Streptophyta	4.49	3.87
Folioceros	Archaeplastida	Streptophyta	4.49	3.87
Gonatozygon	Archaeplastida	Streptophyta	4.49	3.87
Gonatozygon	Archaeplastida	Streptophyta	4.49	3.87
Hormidiella	Archaeplastida	Streptophyta	4.49	3.87
Interfilum	Archaeplastida	Streptophyta	4.49	3.87
Interfilum	Archaeplastida	Streptophyta	4.49	3.87
Interfilum	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Klebsormidium	Archaeplastida	Streptophyta	4.49	3.87
Lamprothamnium	Archaeplastida	Streptophyta	4.49	3.87
Megaceros	Archaeplastida	Streptophyta	4.49	3.87
Mesostigma	Archaeplastida	Streptophyta	4.49	3.87
Mesotaenium	Archaeplastida	Streptophyta	4.49	3.87
Mesotaenium	Archaeplastida	Streptophyta	4.49	3.87
Micrasterias	Archaeplastida	Streptophyta	4.49	3.87
Mougeotia	Archaeplastida	Streptophyta	4.49	3.87
Mougeotiopsis	Archaeplastida	Streptophyta	4.49	3.87
Nitella	Archaeplastida	Streptophyta	4.49	3.87
Nitella	Archaeplastida	Streptophyta	4.49	3.87
Nitellopsis	Archaeplastida	Streptophyta	4.49	3.87
Nothoceros	Archaeplastida	Streptophyta	4.49	3.87
Nucleotaenium	Archaeplastida	Streptophyta	4.49	3.87
Penium	Archaeplastida	Streptophyta	4.49	3.87
Phymatoceros	Archaeplastida	Streptophyta	4.49	3.87
Phymatodocis	Archaeplastida	Streptophyta	4.49	3.87
Planotaenium	Archaeplastida	Streptophyta	4.49	3.87
Pleurotaenium	Archaeplastida	Streptophyta	4.49	3.87
Pogonatum	Archaeplastida	Streptophyta	4.49	3.87
Pohlia	Archaeplastida	Streptophyta	4.49	3.87
Roya	Archaeplastida	Streptophyta	4.49	3.87
Sanionia	Archaeplastida	Streptophyta	4.49	3.87
Serritaenia	Archaeplastida	Streptophyta	4.49	3.87
Serritaenia	Archaeplastida	Streptophyta	4.49	3.87
Sphaerozosma	Archaeplastida	Streptophyta	4.49	3.87
Spirogloea	Archaeplastida	Streptophyta	4.49	3.87
Staurastrum	Archaeplastida	Streptophyta	4.49	3.87
Staurastrum	Archaeplastida	Streptophyta	4.49	3.87
Staurodesmus	Archaeplastida	Streptophyta	4.49	3.87
Streptofilum	Archaeplastida	Streptophyta	4.49	3.87
Streptosarcina	Archaeplastida	Streptophyta	4.49	3.87
Streptosarcina	Archaeplastida	Streptophyta	4.49	3.87
Takakia	Archaeplastida	Streptophyta	4.49	3.87
Tetraphis	Archaeplastida	Streptophyta	4.49	3.87
Zygnema	Archaeplastida	Streptophyta	4.49	3.87
Zygnema	Archaeplastida	Streptophyta	4.49	3.87
Lenisia	Breviatea		0.05	0.03
Diphylleia	CRuMs	Collodictyonidae	0.05	0.25
Glissandra	CRuMs	Glissandrida	0.05	0.03
Mantamonas	CRuMs	Mantamonadidae	0.05	0.09
Rigifila	CRuMs	Rigifila	0.05	0.03
Cryptomonas	Cryptista	Cryptomonadales	0.52	0.41
Cryptomonas	Cryptista	Cryptomonadales	0.52	0.41
Cryptomonas	Cryptista	Cryptomonadales	0.52	0.41
Cryptomonas	Cryptista	Cryptomonadales	0.52	0.41
Cryptomonas	Cryptista	Cryptomonadales	0.52	0.41
Hemiselmis	Cryptista	Cryptomonadales	0.52	0.41
Hemiselmis	Cryptista	Cryptomonadales	0.52	0.41
Hemiselmis	Cryptista	Cryptomonadales	0.52	0.41
Hemiselmis	Cryptista	Cryptomonadales	0.52	0.41
Hemiselmis	Cryptista	Cryptomonadales	0.52	0.41
Geminigera	Cryptista	Geminigeraceae	0.21	0.19
Hanusia	Cryptista	Geminigeraceae	0.21	0.19
Proteomonas	Cryptista	Geminigeraceae	0.21	0.19
Teleaulax	Cryptista	Geminigeraceae	0.21	0.19
Goniomonas	Cryptista	Goniomonadida	0.1	0.13
Hemiarma	Cryptista	Goniomonadida	0.1	0.13
Rhinomonas	Cryptista	Pyrenomonadaceae	0.31	0.19
Rhodomonas	Cryptista	Pyrenomonadaceae	0.31	0.19
Rhodomonas	Cryptista	Pyrenomonadaceae	0.31	0.19
Rhodomonas	Cryptista	Pyrenomonadaceae	0.31	0.19
Rhodomonas	Cryptista	Pyrenomonadaceae	0.31	0.19
Storeatula	Cryptista	Pyrenomonadaceae	0.31	0.19
Chroomonas	Cryptista	Pyrenomonadales	0.1	0.16
Chroomonas	Cryptista	Pyrenomonadales	0.1	0.16
Tsukubamonas	Discoba	 Tsukubea	0.05	0.03
Bodo	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leptomonas	Discoba	Euglenozoa	3.76	4.44
Leptomonas	Discoba	Euglenozoa	3.76	4.44
Lotmaria	Discoba	Euglenozoa	3.76	4.44
Porcisia	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Allobodo	Discoba	Euglenozoa	3.76	4.44
Artemidia	Discoba	Euglenozoa	3.76	4.44
Azumiobodo	Discoba	Euglenozoa	3.76	4.44
Chasmostoma	Discoba	Euglenozoa	3.76	4.44
Crithidia	Discoba	Euglenozoa	3.76	4.44
Crithidia	Discoba	Euglenozoa	3.76	4.44
Cruzella	Discoba	Euglenozoa	3.76	4.44
Diplonema	Discoba	Euglenozoa	3.76	4.44
Diplonema	Discoba	Euglenozoa	3.76	4.44
Diplonema	Discoba	Euglenozoa	3.76	4.44
Entosiphon	Discoba	Euglenozoa	3.76	4.44
Euglena	Discoba	Euglenozoa	3.76	4.44
Euglena	Discoba	Euglenozoa	3.76	4.44
Euglena	Discoba	Euglenozoa	3.76	4.44
Eutreptiella	Discoba	Euglenozoa	3.76	4.44
Gaulosia	Discoba	Euglenozoa	3.76	4.44
Hemistasia	Discoba	Euglenozoa	3.76	4.44
Herpetomonas	Discoba	Euglenozoa	3.76	4.44
Herpetomonas	Discoba	Euglenozoa	3.76	4.44
Jaenimonas	Discoba	Euglenozoa	3.76	4.44
Lacrimia	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Leishmania	Discoba	Euglenozoa	3.76	4.44
Namystynia	Discoba	Euglenozoa	3.76	4.44
Neobodo	Discoba	Euglenozoa	3.76	4.44
Novijibodo	Discoba	Euglenozoa	3.76	4.44
Obscuromonas	Discoba	Euglenozoa	3.76	4.44
Obscuromonas	Discoba	Euglenozoa	3.76	4.44
Obscuromonas	Discoba	Euglenozoa	3.76	4.44
Obscuromonas	Discoba	Euglenozoa	3.76	4.44
Petalomonas	Discoba	Euglenozoa	3.76	4.44
Phytomonas	Discoba	Euglenozoa	3.76	4.44
Ploeotia	Discoba	Euglenozoa	3.76	4.44
Porcisia	Discoba	Euglenozoa	3.76	4.44
Procryptobia	Discoba	Euglenozoa	3.76	4.44
